city_combined,country
bangkok|nonthaburi|pak kret|hat yai|chiang mai|nakhon ratchasima|surat thani|udon thani|ban bang pu mai|phatthaya|khon kaen|ban mangkon|nakhon si thammarat|nakhon sawan|phuket|ban talat rangsit|nakhon pathom|ubon ratchathani|phitsanulok|chiang rai|songkhla|saraburi|rayong|ban bang kaeo|ban rangsit|yala|samut sakhon|trang|samut prakan|phra nakhon si ayutthaya|lampang|prachuap khiri khan|muban saeng bua thong|sakon nakhon|maha sarakham|bang bua thong|nong khai|bang kruai|pattani|si sa ket|narathiwat|ban sai ma tai|chachoengsao|surin|samrong|chaiyaphum|ratchaburi|roi et|phatthalung|kalasin|uttaradit|chumphon|mukdahan|ban bang krang|chon buri|ban bang khu wat|krabi|kamphaeng phet|sai mai|samut songkhram|buri ram|ban bang phun|nakhon phanom|suphan buri|bang sao thong|amnat charoen|krathum baen|lop buri|chanthaburi|satun|phetchaburi|phichit|loei|phetchabun|nong bua lamphu|nan|yasothon|phra pradaeng|ban rawai|sing buri|prachin buri|sa kaeo|tak|phayao|phrae|pathum thani|ranong|nakhon nayok|sukhothai|uthai thani|ang thong|lamphun|chai nat|trat|phangnga|mae hong son|bueng kan|kanchanaburi|ko samui|ban suan|hua hin|khlong luang|ban plai bua phatthana|ban bang mae nang|singhanakhon|ban pet|ban na pa|su-ngai kolok|ban bang khu lat|ban mueang na tai|pak chong|cha-am|ban ang sila|phra phutthabat|ban pak phun|chum phae|mae sot|ban chang|thung song|ban phai|tha yang|warin chamrap|kathu|ban phonla krang|betong|takhli|sattahip|ban phru|si racha|ban bang rin|wichian buri|ban piang luang|nang rong|wang nam yen|sadao|mae sai|na klang|ban tha pha|pak phanang|ban tha kham|ban na san|ban bueng|kantharalak|ban mae hia nai|tak bai|klaeng|ban na yang|ban mai|ban thum|tha bo|sam phran|sikhio|san kamphaeng|ban song|ban pong|ban phe|rattaphum|ban thung tam sao|sawankhalok|lam luk ka|ban cho ho|pran buri|ban lam narai|bang phae|aranyaprathet|chai prakan|ban dung|si satchanalai|ban na kham|ban duea|khao yoi|taphan hin|thoen|ban bang muang|phra samut chedi|sai buri|bang racham|ban kaeng|det udom|pak thong chai|bua yai|ban mae kaluang|ban bang non|ban bang sai|ban tha luang lang|dok kham tai|ban chorakhe samphan|nong khae|ban tat|song phi nong|huai yot|chaiyo|ban laem|kaeng khoi|ban tom klang|ban muang ngam|chok chai|kantang|rong kwang|lom sak|na wa|ban bo luang|ban bang yai|wang saphung|don sak|nong bua|ban phan don|ban bang lamung|ban bang toei|kuchinarai|ban wiang phan|phon|salaya|den chai|satuek|phanat nikhom|ban bo phlap|lang suan|bang ban|kaset wisai|tha chang|si wilai|khlung|fao rai|phibun mangsahan|phrai bueng|ban lueak|pua|kranuan|sam ko|ban ko|mae ai|wang sombun|ban bang phlap|ban thung khao phuang|prakhon chai|phai sali|phon charoen|ban klang|tha muang|kut chap|ban bong tai|tha mai|nong ki|phak hai|ban bu sung|sung noen|kamalasai|wiang sa|ban ratchakrut|non sung|nong wua so|bueng khong long|photharam|chom thong|ban krot|chiang klang|thap khlo|mae rim|kanchanadit|bang khla|ban tha phra|nakhon thai|nong kung si|suwannaphum|pong nam ron|akat amnuai|kaeng khro|thung sai|kosum phisai|tha luang|thap than|kui buri|takua pa|bang mun nak|pa sang|phimai|kumphawapi|yang talat|ban na|nam som|ban buak khang|nakhon chai si|bang len|sawang daen din|non sang|chumsaeng|tha maka|u thong|phayakkhaphum phisai|damnoen saduak|khanu woralaksaburi|chonnabot|ron phibun|sawang wirawong|chaiya|nong phai|thung saliam|khon buri|soeng sang|ban phue|bang pa-in|uthumphon phisai|hang dong|sa bot|phu kradueng|ra-ngae|thung fon|tha ruea|ban chan|nakhon luang|si chiang mai|bamnet narong|bo phloi|ko pha-ngan|chiang kham|charoen sin|ban haet|na duang|ban bang pakong|yaring|phanom sarakham|that phanom|phan thong|nong chik|ban hua saphan|uthai|lat yao|nikhom kham soi|phu khiao|bua chet|khok samrong|pa daet|dan khun thot|wiset chaichan|si prachan|prathai|phanna nikhom|rong kham|nong song hong|lom kao|wanon niwat|pueai noi|ban chet samian|pluak daeng|kao liao|ao luek|borabue|huai mek|moeiwadi|phachi|non sila|phayuha khiri|ban bang tabun|pong|ban krang|bang sai|amphawa|kae dam|nong muang|kham sakae saeng|phanom thuan|sam sung|tha wang pha|waeng yai|ban bang pramung|sanom|nong na kham|kut bak|in buri|mae chai|thung yai|phanom|ban kham pom|ban tham|ban pa lu ru|ban banlang|ban huai mai|ban pao|ban bua ngam|sichon|ban karaket|ban kamphuan|ban wang kalang|ban phon yai|ban tai|ban dong mafai|ban chiang|ban talat ko ta ba ru|ban chiang klom|ban nam phong|ban san,Thailand
dili|maliana|ainaro|baucau|manatuto|gleno|viqueque|liquiçá|liquica|same|aileu|pante macassar|suai|lospalos,Timor-Leste
lomé|lome|sokodé|sokode|kpalimé|kpalime|atakpamé|atakpame|dapaong|kara|sansanné-mango|sansanne-mango|bassar|sotouboua,Togo
nuku‘alofa|nuku`alofa|neiafu,Tonga
port of spain|chaguanas|san fernando|couva|tunapuna|siparia|arima|scarborough|diego martin|point fortin|aranguez|debe|princes town|sangre grande|rio claro|laventille|saint joseph|san juan,Trinidad And Tobago
tunis|sfax|sousse|kairouan|métouia|metouia|kebili|bizerte|sidi bouzid|gabès|gabes|ariana|jendouba|gafsa|msaken|medenine|kasserine|béja|beja|monastir|la marsa|tataouine|ben arous|le bardo|le kram|mahdia|nabeul|el kef|manouba|radès|rades|hammam-lif|hammam sousse|ez zahra|tozeur|mégrine|megrine|zaouiet sousse|siliana|zaghouan|seïada|seiada|khunays|sidi bou saïd|sidi bou said|hammamet|sakiet ez zit|zarzis|ben gardane|fouchana|houmt souk|el hamma|djemmal|korba|menzel temime|ghardimaou|menzel bourguiba|kélibia|kelibia|rass el djebel|tebourba|el jem|douz|sbiba|sejenane|dar chabanne|aïne draham|aine draham|akouda|bou salem|skhira|mateur|rhennouch|dahmani|el alia|chebba|feriana|el maknassi|ouardenine|nefta|sbeitla|rhar el melah|bekalta|tabarka|ghomrassen|thala|maktar|wadhraf|agareb|harqalah|el metline|degache|jemna|thelepte|zarat|dehiba,Tunisia
istanbul|ankara|izmir|bursa|antalya|konya|adana|gaziantep|şanlıurfa|sanliurfa|mersin|diyarbakır|diyarbakir|kayseri|samsun|tekirdağ|tekirdag|denizli|eskişehir|eskisehir|trabzon|erzurum|malatya|batman|kahramanmaraş|kahramanmaras|elazığ|elazig|hatay|sivas|kocaeli|van|tarsus|balıkesir|balikesir|alanya|adıyaman|adiyaman|afyonkarahisar|iskenderun|aksaray|çorum|corum|inegöl|inegol|kütahya|kutahya|osmaniye|çorlu|corlu|sakarya|isparta|kızıltepe|kiziltepe|uşak|usak|manisa|düzce|duzce|niğde|nigde|bolu|tokat|kırıkkale|kirikkale|viranşehir|viransehir|karaman|muş|mus|aydın|aydin|çanakkale|canakkale|edirne|torbalı|torbali|ereğli|eregli|menemen|siirt|körfez|korfez|turgutlu|gölcük|golcuk|salihli|bingöl|bingol|talas|fethiye|erzincan|zonguldak|nazilli|ordu|bartın|bartin|bandırma|bandirma|kırşehir|kirsehir|ağrı|agri|amasya|kastamonu|lüleburgaz|luleburgaz|yalova|nevşehir|nevsehir|cizre|nizip|rize|iğdır|igdir|giresun|ödemiş|odemis|karabük|karabuk|kozan|çayırova|cayirova|ünye|unye|polatlı|polatli|kadirli|patnos|samandağ|samandag|doğubayazıt|dogubayazit|karatepe|kapaklı|kapakli|kilis|kuşadası|kusadasi|akçakale|akcakale|burdur|kars|soma|kemalpaşa|kemalpasa|nusaybin|yozgat|bergama|kırklareli|kirklareli|çankırı|cankiri|şırnak|sirnak|mardin|bilecik|hakkari|bitlis|bayburt|sinop|gümüşhane|gumushane|muğla|mugla|ardahan|tunceli|artvin|reyhanlı|reyhanli|bafra|aliağa|aliaga|marmaris|menderes|ceylanpınar|ceylanpinar|tire|söke|soke|çınar|cinar|tatvan|islahiye|urla|bucak|çaldıran|caldiran|mut|derik|uzunköprü|uzunkopru|bor|kaş|kas|hassa|kulu|kozlu|beypazarı|beypazari|finike|haymana|yatağan|yatagan|seferhisar|dikili|of|çeşme|cesme|kemer|yakacık|yakacik|erzin|bayındır|bayindir|emirdağ|emirdag|selçuk|selcuk|gürpınar|gurpinar|kilimli|yayladağı|yayladagi|belen|ayvacık|ayvacik|sarıkaya|sarikaya|kınık|kinik|nallıhan|nallihan|havran|ipsala|pınarbaşı|pinarbasi|maçka|macka|lice|marmara ereğlisi|marmara ereglisi|hasköy|haskoy|ayancık|ayancik|gökçebey|gokcebey|yenice|arhavi|toprakkale|fındıklı|findikli|bayat|divriği|divrigi|sultandağı|sultandagi|çiçekdağı|cicekdagi|pazar|eynesil|ulubey|beydağ|beydag|erfelek|ardanuç|ardanuc|çüngüş|cungus|aydıncık|aydincik|akyaka|sultanhanı|sultanhani|karkamış|karkamis|eceabat|ovacık|ovacik|yeniceoba|çıralı|cirali,Turkey
ashgabat|türkmenabat|turkmenabat|daşoguz|dasoguz|mary|balkanabat|änew|anew|serdar|türkmenbaşy|turkmenbasy|tejen|abadan|kaka|atamyrat|köneürgench|koneurgench|hazar|gazojak|seydi|serhetabat|tagta|sarahs|magtymguly|darganata|garabogaz|halaç|halac|çeleken|celeken,Turkmenistan
grand turk,Turks And Caicos Islands
funafuti,Tuvalu
kampala|mbale|arua|tororo|gulu|lira|mbarara|jinja|kasese|masaka|kitgum|busia|iganga|kabale|fort portal|mityana|adjumani|masindi|pallisa|nebbi|moyo|kayunga|mubende|pakwach|kamuli|ntungamo|kiboga|sironko|kisoro|kumi|mpigi|katakwi|soroti|koboko|nakasongola|kalangala|bugiri|kaberamaido|moroto|kaabong|kapchorwa|bundibugyo|hoima|mukono|yumbe|kasaali|bududa|wakiso|lyantonde|mayuge|bulambuli|maracha|luwero|namayingo|luuka town|kibuku|bupoto|apac|rubirizi|busesa|buikwe|kagadi|bushenyi|kaliro|butebo|namutumba|manafwa|ibanda|rukungiri|gombe|kyenjojo|mitoma|kalungu|bukomansimbi|rubanda|butaleja|serere|amuria|nsiika|kibiito|kibingo|bukedea|ntara|binyin|mparo|kinoni|kole|zombo|rakai|lwengo|bukwo|kasanda|dokolo|kamwenge|ngora|alebtong|kanungu|kanoni|oyam|sembabule|kakumiro|buyende|kalaki|isingiro|kyegegwa|butalangu|amolatar|lamwo|palenga|kotido|pader|agago|bulisa|amudat|nabilatuk|napak|kiryandongo|kiruhura|abim|ntoroko|otuke|amuru|nakapiripirit|kyankwanzi|nwoya|kitamilo|bombo|entebbe|kibale|katwe|masindi port,Uganda
kyiv|kharkiv|odesa|dnipro|donetsk|zaporizhzhia|lviv|kryvyi rih|mykolaiv|mariupol|sevastopol|luhansk|vinnytsia|makiivka|simferopol|poltava|chernihiv|kherson|cherkasy|khmelnytskyi|zhytomyr|chernivtsi|sumy|horlivka|rivne|ivano-frankivsk|kamianske|kremenchuk|kropyvnytskyi|ternopil|lutsk|bila tserkva|kramatorsk|melitopol|sievierodonetsk|drohobych|khrustalnyi|uzhhorod|berdiansk|sloviansk|nikopol|pavlohrad|yevpatoriia|alchevsk|brovary|konotop|kamianets-podilskyi|mukacheve|uman|khartsyzk|stryi|chornomorsk|novohrad-volynskyi|myrnohrad|rovenky|myrhorod|bucha|chuhuiv|sukhodilsk|kotsyubyns’ke|kotsyubyns'ke|hostomel|vynnyky|hirnyk|karnaukhivka|lysychansk|dovzhansk|yalta|yenakiieve|bakhmut|shostka|stakhanov|berdychiv|nizhyn|kostiantynivka|izmail|novomoskovsk|kovel|smila|nova kakhovka|kalush|korosten|pokrovsk|kolomyia|boryspil|rubizhne|druzhkivka|bilhorod-dnistrovskyi|irpin|antratsyt|lozova|enerhodar|pryluky|horishni plavni|novovolynsk|shakhtarsk|okhtyrka|brianka|snizhne|marhanets|fastiv|lubny|svitlovodsk|zhovti vody|krasnodon|shepetivka|podilsk|vyshneve|romny|pokrov|volodymyr-volynskyi|vasylkiv|dubno|pervomaisk|dzhankoi|boryslav|holubivske|yasynuvata|netishyn|sambir|zhmerynka|avdiivka|kakhovka|toretsk|boyarka|voznesensk|hlukhiv|obukhiv|yuzhne|mohyliv-podilskyi|kostopil|tokmak|novoyavorovskoye|synelnykove|pervomaiskyi|alushta|khmilnyk|truskavets|chortkiv|balakliia|novyi rozdil|khust|pershotravensk|khrestivka|ternivka|vyshhorod|zolotonosha|bakhchysarai|pereyaslav-khmel’nyts’kyy|pereyaslav-khmel'nyts'kyy|sofiyivs’ka borshchahivka|sofiyivs'ka borshchahivka|perevalsk|malyn|yany kapu|saky|haisyn|vynohradiv|korostyshiv|slavutych|kaniv|selydove|zolochiv|berehove|brody|koziatyn|vilnohirsk|molodohvardiisk|znamianka|ladyzhyn|nadvirna|lyman|bilohorodka|sokal|liubotyn|kremenets|dolyna|henichesk|yahotyn|pidhorodne|balta|dolynska|kalynivka|polohy|piatykhatky|starobilsk|vovchansk|skadovsk|dniprorudne|korsun-shevchenkivskyi|amvrosiivka|svatove|bolhrad|svalyava|zvenyhorodka|vatutine|iziaslav|sudak|berezan|horodok|bilohirsk|verkhivtseve|bar|ukrainka|skvyra|yuvileine|ovruch|putyvl|ostroh|rakhiv|bohodukhiv|bilopillya|burshtyn|tulchyn|vil’nyans’k|vil'nyans'k|nyzhnia krynka|zmiiv|ochakiv|hulyaypole|radomyshl|stanytsia luhanska|orikhiv|hola prystan|zolote|lebedyn|kivertsi|zhovkva|zhashkiv|horodyshche|apostolove|talne|kaharlyk|zelenodolsk|nosivka|borodyanka|slobozhanske|vasylivka|velykodolynske|yavoriv|izium|tetiiv|rozhyshche|novhorod-siverskyi|bershad|perehinske|kamianka-dniprovska|shchastia|vakhrusheve|buchach|koriukivka|kamin-kashyrskyi|hnivan|beryslav|uzyn|bilovodsk|mykhailivka|ukrainsk|horodnia|ovidiopol|baranivka|vasylkivka|nemyriv|prymorsk|mena|mala vyska|kalmiuske|lokhvytsya|myronivka|yakymivka|snovsk|illintsi|sosnivka|zhydachiv|rokytne|hurzuf|novgorodskoye|bobrovytsia|bobrynets|manevychi|hrebinka|baryshivka|khrystynivka|ichnia|inkerman|bolekhiv|lyuboml’|lyuboml'|olevsk|ivankiv|krasnoilsk|verkhnodniprovsk|letychiv|korolevo|bilenke|oster|radyvyliv|tarashcha|borzna|shyroke|sniatyn|teplodar|sofiivka|dubove|ratne|pereshchepyne|pokrovske|zinkiv|kobeliaky|berezivka|makariv|vesele|khodoriv|bilozerka|mizhhiria|velyka dymerka|bezliudivka|pohrebyshche|nyzhnohirskyi|dubrovytsya|tysmenytsia|irshava|khotyn|masandra|velykyi bychkiv|horodenka|valky|kalanchak|obukhivka|stryzhavka|horokhiv|velyki luchky|tiachiv|kozova|uspenka|pomichna|chop|chyhyryn|monastyryshche|tlumach|ilarionove|kryzhopil|rava-rus’ka|rava-rus'ka|solotvyno|busk|barvynkove|bushtyno|andrushivka|yasinia|kosiv|yasnohirka|lypovets|deliatyn|lanivtsi|vyshkovo|mala danylivka|bohorodchany|zavodske|novi sanzhary|lysianka|kvasyliv|krasnopillya|tarutyne|manhush|yaremche|ananiv|kushuhum|semenivka|pidvolochysk|lanchyn|kozelets|artemivsk|vorzel|pivdenne|rohatyn|nemishayeve|kryve ozero|khoroshiv|trostianets|novoselytsia|dykanka|teresva|vapniarka|solone|velykyy bereznyy|romaniv|krasnokutsk|tsarychanka|rzhyshchiv|mezhova|borova|rudno|lymanske|shyriaieve|poninka|isliam-terek|kupiansk|sharhorod|petropavlivka|molochansk|piskivka|vorozhba|sosnytsia|pryvillya|tomakivka|shevchenkove|vilshany|chynadiyovo|dobroslav|bilmak|hornostaivka|oleksandrivsk|irshansk|perechyn|lityn|staryi sambir|svesa|yemilchyne|sudova vyshnya|ivanychi|pryazovske|tsuman|slatyne|bilokurakyne|dobrotvir|drabiv|halych|chervonohryhorivka|stavyshche|petropavlivs’ka borshchahivka|petropavlivs'ka borshchahivka|vinkivtsi|turbiv|velyki mosty|mahdalynivka|teplyk|blahovishchenske|hvardiys’ke|hvardiys'ke|balabyne|partenit|kehychivka|volodarka|morshyn|koreiz|murovani kurylivtsi|ozerne|bryukhovychi|verkhovyna|chernihivka|veselynove|hrebinky|dobrovelychkivka|lyubeshiv|turiys’k|turiys'k|dniprovske|oleksandriiske|dymer|chudniv|savyntsi|broshniv-osada|tomashpil|korop|nova borova|hubynykha|otyniia|nedryhayliv|stara syniava|pulyny|pechenizhyn|hoshcha|horodnytsia|pishchanka|shatsk|bratske|opishnya|komyshuvakha|pechenihy|novohuivynske|bratslav|stara vyzhivka|novomykolayivka|chemerivtsi|volovets|klavdiyevo-tarasove|kolochava|z·hurivka|z hurivka|bohdanivka|chechelnyk|nerubaiske|ivanivka|velykyi dalnyk|dovhe|nova maiachka|velyki komiaty|rozsoshentsi|lozuvatka|voronovytsia|kubei|bile|fontanka|kushnytsia|ahrarne|sutysky|sokilnyky|horonda|zoria|horenka|stepanivka|mykolayivka|kyrnasivka,Ukraine
dubai|sharjah|abu dhabi|al ‘ayn|al `ayn|‘ajmān|`ajman|ra’s al khaymah|ra's al khaymah|al fujayrah|umm al qaywayn|madīnat zāyid|madinat zayid,United Arab Emirates
